controller,stage2_rank,sample_id,safe,task_success,acquisition_time_s,position_rmse_3d_m,orientation_rmse_deg,ramp_peak_position_error_m,ramp_steady_state_position_error_m,control_effort,max_abs_ax_m_s2,max_ax_step_m_s2,max_thrust_N,max_abs_torque_Nm
pid,3,wind_1p5__-z_r0.15,True,True,3.465,0.0646271336743501,0.3322384213678798,,,0.03719792269291869,0.09671086497481135,0.011555702533271595,133.69036919062728,0.06272694307781179
pid,3,wind_3p0__-z_r0.15,True,False,,0.2346029670271463,1.095892654214803,,,0.608566148237912,0.38360998372172794,0.0463759888382628,133.69333064270063,0.20097710597278315
pid,3,calm__+x_r0.25,True,True,5.65,0.12131398894064617,0.6315589346904205,,,0.030860867953120583,0.19999999999999998,0.19999999999999998,129.89550870336623,0.3152152863762583
pid,3,wind_1p5__+x_r0.25,True,True,6.9350000000000005,0.09197204190894497,0.7150743542174476,,,0.0705722214940436,0.1698382672422326,0.19952309561018983,129.902244701998,0.3065125229457292
pid,3,wind_3p0__+x_r0.25,True,False,,0.17034375081062417,1.3832857511146417,,,0.648052326213282,0.38360998372172794,0.19760814150385816,129.97996926468844,0.3033927294449217
pid,3,calm__-x_r0.25,True,True,5.65,0.1212952736034349,0.631558934690421,,,0.030860867953120624,0.2,0.2,129.89550870336623,0.3152152863762583
pid,3,wind_1p5__-x_r0.25,True,False,,0.16573178768457444,0.3953146886072137,,,0.054014440292684346,0.23038469039606838,0.2004769043898102,129.9023522378468,0.3238920281310895
pid,3,wind_3p0__-x_r0.25,True,False,,0.3301793054557548,0.955669836953281,,,0.6163620937127376,0.38360998372172794,0.20239185849614183,130.01207404727566,0.3265925713501208
pid,3,calm__+y_r0.25,True,False,,1.8609632382557795,0.0,,,0.0,0.0,0.0,142.3231803422361,4.868918631220175
pid,3,wind_1p5__+y_r0.25,True,False,,1.0285340814113615,0.340519122434659,,,0.03779137987231071,0.09671086497481135,0.011555702533271595,131.60217908263684,4.850521232563352
pid,3,wind_3p0__+y_r0.25,True,False,,1.0519695886618965,1.121852344601768,,,0.6166409247531802,0.38360998372172794,0.0463759888382628,131.61142521192673,4.843961801886671
pid,3,calm__-y_r0.25,True,False,,1.8609632382557795,0.0,,,0.0,0.0,0.0,142.3231803422361,4.868918631220175
pid,3,wind_1p5__-y_r0.25,True,False,,1.0285340814113615,0.340519122434659,,,0.03779137987231071,0.09671086497481135,0.011555702533271595,131.60217908263684,4.850521232563352
pid,3,wind_3p0__-y_r0.25,True,False,,1.0519695886618965,1.121852344601768,,,0.6166409247531802,0.38360998372172794,0.0463759888382628,131.61142521192673,4.843961801886671
pid,3,calm__+z_r0.25,True,True,1.2600000000000002,0.050905701662481276,0.0,,,0.0,0.0,0.0,144.86215,0.0
pid,3,wind_1p5__+z_r0.25,True,True,3.4400000000000004,0.07732575115000086,0.3496083036900853,,,0.037883520649347524,0.09671086497481135,0.011555702533271595,144.8660114715329,0.06666271627604128
pid,3,wind_3p0__+z_r0.25,True,False,,0.23853470455712333,1.1499105027390217,,,0.6124947011009917,0.38360998372172794,0.0463759888382628,144.92757294153347,0.20097710597278315
pid,3,calm__-z_r0.25,True,True,1.2600000000000002,0.050905701662481435,0.0,,,0.0,0.0,0.0,136.1756882870477,0.0
pid,3,wind_1p5__-z_r0.25,True,True,3.4800000000000004,0.07676413536652073,0.3278987671870795,,,0.03704488902219971,0.09671086497481135,0.011555702533271595,136.17559890744585,0.061671372552714904
pid,3,wind_3p0__-z_r0.25,True,False,,0.23806135146305238,1.0815890363196043,,,0.6073746728192215,0.38360998372172794,0.0463759888382628,136.17632810187771,0.20097710597278315
pid,3,stochastic_dev_0000,True,True,4.67,0.08521184508258949,0.5876973391786159,,,0.03732654492514681,0.13728654099700374,0.1214038601466872,129.90053794114002,0.16779771372852215
pid,3,stochastic_dev_0001,True,False,,0.08276434276634188,1.0222136683137526,,,0.07753501340783922,0.16206736948527278,0.11502248486354302,129.9261207476655,0.22884407339929302
pid,3,stochastic_dev_0002,True,False,,0.591682463469108,0.5785568558164151,,,0.03070512517214033,0.15306076832422974,0.016572931304688093,132.5374770837717,4.069678443933097
pid,3,stochastic_dev_0003,True,False,,0.5906521079693069,0.3662943140277659,,,0.011821545908154877,0.06931504176428055,0.014752925269215712,132.51870345378802,4.070135549919686
pid,3,stochastic_dev_0004,True,True,1.0700000000000003,0.04248495744472687,0.5504564501607442,,,0.03256447378681835,0.12315175641446058,0.02050239075344397,139.81306194492961,0.1593281976038791
pid,3,stochastic_dev_0005,True,True,1.08,0.03938005086314849,0.44609766591622674,,,0.015052158029776101,0.08047024976570444,0.010879796300121768,133.69026195149414,0.09980245073573507
