sample_id,task_family,wind_kind,wind_direction,safe,endpoint_success,equilibrium_pass,time_pass,failure_mechanism,solver_success,solver_nfev,max_generalized_acceleration_residual,endpoint_position_error_m,available_time_s,certified_transition_time_s,rest_to_rest_translation_time_s,two_longest_mode_periods_s,required_thrust_N,required_torque_Nm,roll_pitch_deg,joint_angles_deg,uav_position_world_m,target_world_m,final_wind_world_m_s,final_external_force_world_N,semantic_fingerprint,execution_authority
native_development_034,setpoint,ramp,cross,True,True,True,True,CERTIFIED_REACHABLE,True,6,1.266070697399412e-14,2.5438405243138006e-16,11.7,8.768851130257922,2.4251112810385074,6.343739849219413,129.96703275433575,"[0.5453666794913541,-0.0011684337023371379,-0.0037223605707986424]","[1.6989651804399668,-1.1352266906920752]","[0.053993672798228344,0.10036324471495582,0.11376287992271991,0.1300372791686106,0.16004322163215431]","[1.180179841711093,-0.9000291924156945,3.194474076627502]","[1.4476321114568103,-0.8166541690542123,0.38831293998745464]","[1.6663121911120256,2.4946750653645138,0.0]","[2.5737940312176466,3.853287413553473,0.0]",c591029fc3e72b9b9d5571a96ee40f71ebb181085199d47ab0010c0d55a3e4ca,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_035,smooth_trajectory,ramp,cross,True,True,True,True,CERTIFIED_REACHABLE,True,6,3.9012007223746374e-14,1.2412670766236366e-16,11.65,8.694695763819533,2.3509559146001195,6.343739849219413,129.96155449394155,"[-0.4907811518313171,0.003568634097917459,0.0018820854544522514]","[-1.8654455578051548,-0.6468885342873032]","[0.002047695517401207,0.058731184316512544,0.06657548383882728,0.07610369997097201,0.0936714741004468]","[1.2757980220028895,0.5425327981996139,3.3106672727097237]","[1.5261113574682013,0.45102293024872536,0.5036497708281419]","[0.9825732328443131,-2.834528151579708,-0.0]","[1.4665006764228499,-4.230562478888426,0.0]",e25a774a9e3b50594cdb4a4b4e81795035ee6bb0b4d326d1e89f16ce14a0e7d7,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_036,setpoint,calm,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.1102230246251565e-16,11.6,8.764903491814575,2.421163642595162,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.18243411693652314,-1.4192641730027222,3.5164201519637723]","[0.40743411693652315,-1.4192641730027222,0.706420151963772]","[0.0,-0.0,0.0]","[0.0,0.0,0.0]",79564b3deb7f79c3bdcae618c1de5fcba1e3c5b5a8f27d50b98089f21be7c923,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_037,smooth_trajectory,calm,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,5.551115123125783e-16,11.55,8.710305050713252,2.3665652014938394,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.620172335644653,-1.241963805279748,3.382630234065092]","[-0.39517233564465304,-1.241963805279748,0.5726302340650916]","[-0.0,-0.0,0.0]","[0.0,0.0,0.0]",9565e6c8cbaaa7bd13de31e29cb717f2e7138e50a29963ac9d09fa17a61038e7,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_038,setpoint,moderate,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,2.345502855796607e-14,3.3306690738754696e-16,11.5,8.66670301329564,2.3229631640762265,6.343739849219413,129.88916735199243,"[0.11229814950192225,0.0001026670716229126,0.00025506710707031273]","[0.33671094068861945,0.35722245034030214]","[-0.016083678541014963,-0.03362106442728631,-0.0381025078398979,-0.04354404275518964,-0.05357888004581015]","[-0.9406887047402772,0.8826181161611979,3.5193205692197154]","[-0.7288825058974233,0.8991272913825777,0.7087252077852029]","[-1.0915255425560568,1.028869277385473,0.0]","[-0.8098017902131391,0.763317165048628,0.0]",93adf0b088540bbfafea0cc99cbee71d74e0ffff5e69295c6f4e9c1bef79d028,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_039,smooth_trajectory,moderate,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,6.860187689592684e-15,2.482534153247273e-16,11.45,8.459031732113576,2.1152918828941627,6.343739849219413,129.8890037012435,"[-0.11371203462090843,0.0012508976045328712,0.0001131711532111912]","[-0.45368739172570227,-0.1639420232597613]","[-0.0016997490071887075,0.015306972938712797,0.01734795917163727,0.01982632342335336,0.024396587431992623]","[0.35861509152168913,-0.9881065291433141,3.5112977047034506]","[0.590089795357408,-1.0103591600670072,0.701742180819441]","[0.5097605072920454,-1.410724716309088,0.0]","[0.37164289618591057,-1.0284943846969878,0.0]",901e19711514a5bbd5b820d5138df9eadd097dbf45dee9a95ebd7fba9cdb0b15,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_040,setpoint,strong_sustained,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.5477988308935737e-14,3.1401849173675503e-16,11.4,8.58409951831292,2.240359669093507,6.343739849219413,129.9623438575822,"[0.500851612409547,0.0032836012626618048,-0.0020469640988908747]","[1.860303520529811,-0.6910173953947067]","[0.0057152478777821964,0.062421913006918094,0.07075898159265268,0.08088569056385929,0.09955693367004996]","[0.3951180745016018,1.045332797906074,3.5203023159841615]","[0.6470336480909237,1.1365932763144233,0.7133783324677807]","[1.044277847257065,2.8123804468329228,0.0]","[1.5665504944869961,4.218930805861607,0.0]",9c3bbfb96c00e07b9d10edea7eecede4f92b5a83c21e5d751ddc49612523b7d8,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_041,smooth_trajectory,strong_sustained,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,9.62288791332173e-15,1.5700924586837752e-16,11.35,8.343933139944678,2.0001932907252655,6.343739849219413,129.96145262976393,"[0.4894625820550454,0.0036011150220908433,-0.0018617811855136488]","[1.8659607511189014,-0.6414014759389566]","[0.0016119522446291828,0.058271648889776755,0.06605459057086321,0.07550828361613375,0.09293865601826817]","[0.2990655110903721,0.851917150627101,3.269093156867598]","[0.5491787793892893,0.9434519394240499,0.46206382231583254]","[0.9748820734131827,2.8371825713086594,0.0]","[1.4540604343403842,4.231727133412536,0.0]",dd5896476e8668a06ced24fa4273b99997e90dda939565f1447258998514dc37,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_042,setpoint,strong_transient,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.6653345369377348e-16,11.3,7.878938869081792,1.535199019862379,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.2238192320388089,0.5399125263769368,3.2746101194391573]","[0.4488192320388089,0.5399125263769368,0.46461011943915687]","[0.0,0.0,0.0]","[0.0,0.0,0.0]",b08c86e349e65a19309037c4bb2018c371bfd08a751186cc525a9a2758a551bf,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_043,smooth_trajectory,strong_transient,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,2.7755575615628914e-16,11.25,8.80175331108045,2.4580134618610368,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.9203223073721786,-1.1956351696640732,3.129676562415868]","[1.1453223073721785,-1.1956351696640732,0.31967656241586795]","[0.0,-0.0,0.0]","[0.0,0.0,0.0]",0987fa06e33c99edf87e874a727a3342a1fb7293c02d9d9c3d118aa61d87c8c8,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_044,setpoint,stochastic,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,4,1.6623374736753122e-15,2.482534153247273e-16,11.75,8.312573802409975,1.968833953190562,6.343739849219413,129.88440716080726,"[-0.002562278744068857,2.4374378921198625e-05,2.2771762591572172e-08]","[-0.018997089220471476,-0.0010425829239919342]","[-0.00011902153956596759,0.00011036884344056844,0.00012508469062887757,0.000142953934103018,0.00017590603035954293]","[0.04370622344310454,-0.7962605500029434,3.7492516903139657]","[0.26875085969541723,-0.7971922390847229,0.9392542299669452]","[0.017290318804798286,-0.3150499912103359,0.0]","[0.0023634421016466775,-0.04306470122131506,0.0]",d1034cff39779b4bd497880749ade0d68acbd98c1ececb0d9425760f1b2e9277,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_045,smooth_trajectory,stochastic,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,3,1.9674702187853182e-14,1.5700924586837752e-16,11.7,8.545338261614146,2.2015984123947336,6.343739849219413,129.88440008570234,"[-0.00023724358026095313,1.4686831879125494e-05,3.449183029805289e-09]","[-0.0007288642068866788,-0.0019496099950580285]","[-1.592206664260002e-07,0.00022303486371130264,0.000252772733269972,0.0002888829868195525,0.00035547277034455476]","[-1.133160206843153,0.42364234068891127,3.129091736417874]","[-0.9080884990780843,0.4236065943975736,0.31909499548750553]","[0.09814627741755544,-0.036692112190245665,-0.0]","[0.0044195912280814,-0.0016522698714885944,0.0]",b555fd099ffe8df2e2a2eb2cd52c4021e21b60b86a4d73560c5e191d084d6a99,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_046,setpoint,ramp,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,6.133302019811939e-15,6.206335383118183e-17,11.65,8.431381965987379,2.087642116767966,6.343739849219413,129.96012634551406,"[-0.4719582506846205,-0.003944053906956155,-0.0016150166582313296]","[-1.870079184312292,0.5735878750848448]","[0.0033750089120474953,-0.052574636282504826,-0.059596857540768516,-0.06812659109153232,-0.0838534147814295]","[-0.296520384887368,-0.9492579276292872,3.157609008097781]","[-0.09415181447728863,-1.0409236195481897,0.34797185142079246]","[-0.8794067607124603,-2.868212640166907,0.0]","[-1.3003157743496208,-4.241020545687461,0.0]",71f26e92ea9bbf35a2248b48f45753f619ab519baa6d5034f500a26dfa248196,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_047,smooth_trajectory,ramp,aligned,True,True,True,True,CERTIFIED_REACHABLE,True,5,7.461879284051138e-15,0.0,11.6,8.85284606141557,2.509106212196158,6.343739849219413,129.95859047886273,"[-0.4510397533758254,-0.004177127910120633,-0.0013640742889373754]","[-1.8699308980062064,0.5019634945254202]","[0.0077683814112482685,-0.04650611659170591,-0.052717925417611465,-0.06026331714250469,-0.0741752601663664]","[-0.3736126885118582,-1.3750557242666452,3.6130390196571613]","[-0.16858053953471383,-1.4667186994646133,0.8035248847716886]","[-0.7775158843764864,-2.897493580586892,0.0]","[-1.137935393413308,-4.24063426071581,0.0]",7b46f99f5255eb6ec8ce60013d7e356e326292bdb7cb4b9d0e7e6182d34b8c45,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_048,setpoint,calm,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.6653345369377348e-16,11.55,8.873566157224397,2.5298263080049836,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-1.495981338104189,-0.5647356782252971,3.1440503016034187]","[-1.270981338104189,-0.5647356782252971,0.33405030160341864]","[0.0,0.0,-0.0]","[0.0,0.0,0.0]",9cd122eedb4909dea08e9603f63e395b25dbdfa5178ba099053e6360941b0e2b,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_049,smooth_trajectory,calm,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,5.551115123125783e-16,11.5,8.270688576831276,1.9269487276118633,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.6605851150905515,-0.5882955368885374,3.4815043801894743]","[-0.43558511509055153,-0.5882955368885374,0.6715043801894739]","[0.0,0.0,-0.0]","[0.0,0.0,0.0]",b1898d9fb5adfeff7389f21f1934b1578076dfa87e79ecbbe0b4d018faf48956,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_050,setpoint,moderate,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,2.997401877716163e-15,2.7755575615628914e-16,11.45,8.440741931523478,2.097002082304065,6.343739849219413,129.88848306072867,"[-0.08355029987111469,-0.001146980884162205,-4.041401692900847e-05]","[-0.4486985832658575,0.07114508766608374]","[0.004737710472788276,-0.0070809490190209675,-0.008025164211561428,-0.009171732685773062,-0.011286065782601162]","[0.17493549969889433,1.1067550612535604,3.2481867696357014]","[0.39699310574011826,1.0847503731056536,0.43811620968607073]","[-0.23489887365208809,-1.4814933409087536,-0.0]","[-0.16127962394859946,-1.0171810753678088,0.0]",b1a017a83a6daca7b252917faa1a60eae43ac1cd8f9a30d705740739bdb08dce,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_051,smooth_trajectory,moderate,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.084386652131895e-14,3.3422138886441676e-16,11.4,8.331119586150805,1.9873797369313924,6.343739849219413,129.88890256664357,"[-0.10819046371919083,0.001320057346281336,9.448531990218666e-05]","[-0.45539907255734074,-0.14215753104503429]","[-0.003041676277438153,0.013423377339501198,0.015213246499050216,0.017386686061804674,0.021394641625833023]","[-0.28163946736807255,0.9064235380070474,3.5419842531621866]","[-0.05097089739933067,0.8840872891179357,0.7323844418130242]","[0.4469604028433933,-1.431861165857246,-0.0]","[0.3222590506688931,-1.0323738234156,0.0]",5f3368c5c2cd6bbafb3896ecb8fb4d913b62d46d4f54e7ae5d44bb5c76b18e27,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_052,setpoint,strong_sustained,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,6,4.722649775610403e-15,2.220446049250313e-16,11.35,8.552271078212971,2.208531228993559,6.343739849219413,129.96250259137022,"[0.4454934283985214,0.0041390851140968,0.004425790747634519]","[1.252961456110968,1.54160591356859]","[-0.09464103156048231,-0.14412114781291221,-0.16334817422055278,-0.18669505745107629,-0.22974020534616013]","[0.995538968295044,-0.8252896685625222,3.3445998114562636]","[1.1646373619849726,-0.7639171496174576,0.5330202397921209]","[-2.327782006991507,1.892466889519231,-0.0]","[-3.495526075378052,2.841832843125074,0.0]",206bc7fe97274508cbb8a999a247ea7e371b788f7da36d05c41e8295b62b795b,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_053,smooth_trajectory,strong_sustained,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.0377142052664076e-14,3.8459253727671276e-16,11.3,8.59184487310659,2.248105023887176,6.343739849219413,129.9509921039182,"[-0.27869931630107353,0.001728124407941065,0.0032467536897765213]","[-0.7796100370222723,-1.6604665622611523]","[0.06753558509733504,0.17401233444033573,0.19721048921893228,0.22537330219483603,0.2772964403656762]","[-1.1743474345768805,0.5617208531544627,3.479128631624707]","[-0.8896301290050778,0.5234385001499139,0.6728940180817634]","[2.7154814250942128,-1.2752100336682988,-0.0]","[3.7651831179018824,-1.76815766301196,0.0]",a8e4376a92355ab2f828b0e0335d96626b9a99397a252915787f28b4f9dc3a92,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_054,setpoint,strong_transient,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.1102230246251565e-16,11.25,7.986023983168118,1.6422841339487049,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.6695447746289833,0.06661826967147906,3.15620930839657]","[-0.44454477462898334,0.06661826967147906,0.34620930839656977]","[0.0,-0.0,-0.0]","[0.0,0.0,0.0]",5dbb1d74260f82fcf43a242ca73e687c46c9e91fb6729bb2eeaa691ba9be8f37,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_055,smooth_trajectory,strong_transient,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.6653345369377348e-16,11.75,8.727754573041649,2.384014723822235,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-1.373958422737103,-0.36059993380984745,3.233321492656626]","[-1.1489584227371028,-0.36059993380984745,0.42332149265662544]","[0.0,0.0,-0.0]","[0.0,0.0,0.0]",09b83c8fc728c8403a12ccda762e26019b07bfc74a8619396c5c8ea2aafa75db,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_056,setpoint,stochastic,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,4,3.557031673867177e-14,1.1102230246251565e-16,11.7,8.579083094116879,2.2353432448974657,6.343739849219413,129.88471182279886,"[-0.01630744403964834,0.0006578661197768051,1.3664767068227879e-05]","[-0.049202672240825536,-0.11550587131614148]","[0.001275872429397068,0.012796784747111356,0.014502680499155068,0.016574072166944558,0.020393939071105965]","[1.0639993737810052,-0.45262896299363586,3.6605447218033103]","[1.2932347645849278,-0.45504226686281646,0.850745394445127]","[0.7394635117535258,-0.31499363604910235,0.0]","[0.2618418187796244,-0.11153830480630307,0.0]",e36991cf4b7d01d825bf85c24aa82bc12ddb83aa3e6b4cc57a5fe5305db1ff1a,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_057,smooth_trajectory,stochastic,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,4,7.746550227440282e-15,1.1102230246251565e-16,11.65,8.064843769673153,1.7211039204537395,6.343739849219413,129.88526871947883,"[-0.05205043581823648,0.00014716085454575506,4.034444219188773e-05]","[-0.1673159090779953,-0.12616918916809391]","[0.004278908626514939,0.01159831150114685,0.013144585939774842,0.015022180634423113,0.018484632473664952]","[-0.4470086881790565,0.5946954777766307,3.1056403628976814]","[-0.21725661853815284,0.5864889741068223,0.295906484789004]","[0.5872731698613181,-0.7787995124887263,-0.0]","[0.28601471279346824,-0.37929217665563897,0.0]",c682c0b705b37ee027e3a63ad644e86fb198edfdeeec5c1045516b3b2cb827b9,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_058,setpoint,ramp,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,6,2.3470769458504544e-14,2.7194799110210365e-16,11.6,8.773163770818488,2.429423921599075,6.343739849219413,129.9491938890999,"[-0.2560197740896646,-0.003124999174188206,-0.0030228220664527427]","[-0.719493195251599,1.660247784955932]","[-0.059304063314249464,-0.17724067611404348,-0.2008672369545944,-0.2295493898200108,-0.28242984261896364]","[1.389845464689882,0.611758030748977,3.4769998561748388]","[1.5550794175833882,0.5765207743620668,0.6651127063096391]","[-2.75255132841137,-1.1930889256299384,-0.0]","[-3.764686752633971,-1.6317973898149423,0.0]",b8f0425398c1fcc65bda8bcb76c2466a32f4c309f2ca14edff9db5dfcbbe974c,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_059,smooth_trajectory,ramp,opposed,True,True,True,True,CERTIFIED_REACHABLE,True,5,3.017660838706351e-14,2.220446049250313e-16,11.55,8.458903925268617,2.115164076049203,6.343739849219413,129.94084942594245,"[0.16060247516613307,0.010786957176701252,-0.0019906371326570207]","[0.4680800226504794,-1.622783433577976]","[0.011740534752691514,0.18967542905008572,0.21495130513482255,0.24563250397665848,0.3021977142121423]","[-1.1125089155505132,-0.3269964231459643,3.4158905015162953]","[-0.8288072675156913,-0.30401041184619004,0.6092370907242144]","[2.8824507077622705,0.8315515121270519,-0.0]","[3.679688672292089,1.0615448414646858,0.0]",dc8e1563eca62072001d2082a9dfa5f422208ee7658285040ae1eb33898df7d4,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_060,setpoint,calm,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,2.220446049250313e-16,11.5,8.326673495224677,1.9829336460052633,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.933776163326455,-0.1448178136511783,3.470908804298274]","[-0.708776163326455,-0.1448178136511783,0.6609088042982738]","[0.0,-0.0,0.0]","[0.0,0.0,0.0]",eef3e8dee947c06956544518f799ba6ba7f99952669d12ddc990c766329d45e3,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_061,smooth_trajectory,calm,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,3.3306690738754696e-16,11.45,8.251879069639298,1.908139220419885,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[-0.12845374858133277,0.8667810657506719,3.446461223913787]","[0.09654625141866724,0.8667810657506719,0.6364612239137867]","[0.0,0.0,-0.0]","[0.0,0.0,0.0]",188d630ca6df4c865835113ee1e0d07d7ba086072346cefbe9b1f6b62f76eae4,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_062,setpoint,moderate,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,3.660205550413713e-14,2.7194799110210365e-16,11.4,8.827661231855862,2.483921382636449,6.343739849219413,129.88918334445665,"[-0.11348759226471643,-0.00010181437819461855,0.00025476766426470605]","[-0.3412260282387839,-0.354055520272221]","[0.01589866015467913,0.033229329260466615,0.037658598227173115,0.04303678879965757,0.05295480395969632]","[-1.0469473310301458,-1.0559732368481685,3.598773720854383]","[-0.808860577668198,-1.072712387726851,0.7895283558495747]","[1.0800383992529432,-1.0409212535725936,0.0]","[0.8026223668151116,-0.7735527558913422,0.0]",e87475b5016c90506a46b24182b53c2556a56c2376db1238e54246d9c5c00445,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_063,smooth_trajectory,moderate,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,1.05189087865584e-14,2.5438405243138006e-16,11.35,8.47326863698834,2.1295287877689266,6.343739849219413,129.88759010908845,"[-0.030259810516195636,0.0045890594476809266,9.50930706925742e-05]","[-0.09575356680568742,-0.3899833792937784]","[-0.009812364333322597,0.048330225759288165,0.05476996353503865,0.06258885917581532,0.07700822348339725]","[0.2552758820954145,1.1029523272972042,3.2796428436781158]","[0.4946594783192936,1.0982546991885376,0.4703038512347418]","[1.456731449018902,-0.35767790739615135,-0.0]","[0.8840710414317315,-0.2170699893256268,0.0]",2c2d406465042e2599fea5fc8cea5829dcc49a4d84f9a6e8892c72fc680d63be,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_064,setpoint,strong_sustained,cross,True,True,True,True,CERTIFIED_REACHABLE,True,6,8.705335147820274e-15,1.1102230246251565e-16,11.3,8.804968598450582,2.4612287492311693,6.343739849219413,129.93447466974743,"[0.09855015407409203,-0.01778207583441473,0.0012620288860920588]","[0.3008405160094106,1.56203781652953]","[0.033519126484197116,-0.1970188463357977,-0.22326821752204432,-0.25512910315942783,-0.3138686866281425]","[0.3341562770017767,1.4241622714992614,3.584072869089499]","[0.5021609464440011,1.438896193058101,0.7723643166170149]","[-2.9458483022235735,0.5674308594767206,0.0]","[-3.541877363093715,0.682238292713308,0.0]",c1dbadb0fcffbc240627d7f7779dd6555e9878500d60cd0c9f598c55e4b90127,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_065,smooth_trajectory,strong_sustained,cross,True,True,True,True,CERTIFIED_REACHABLE,True,5,9.904479539077044e-15,3.433175098891678e-16,11.25,8.121615883362267,1.7778760341428532,6.343739849219413,129.94610908931045,"[0.21888437616661888,0.005742518186538804,-0.002636490200872444]","[0.621673830657565,-1.652806104218966]","[0.04341654296535992,0.18227825889425608,0.20657313890667436,0.23606539133899612,0.2904390938795011]","[-0.27261890846280257,0.5358661912950454,3.7045900195660235]","[0.011922901869347108,0.5663942267301305,0.8981622140249972]","[2.8078788835525823,1.0563220036047274,-0.0]","[3.747803019856882,1.4099207833502456,0.0]",cf299e632372dcf88bf462342bae1d87cf306e3643bf49e81acc2817fb8b0f01,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_066,setpoint,strong_transient,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,3.885780586188048e-16,11.75,8.220441728818592,1.8767018795991783,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.6223630765089969,0.6131723716229228,3.3094005115210154]","[0.8473630765089969,0.6131723716229228,0.4994005115210153]","[-0.0,0.0,0.0]","[0.0,0.0,0.0]",7ca0a34d7f5f7c7beb93fa8147fc36a344c0f9b4143197fedfb55bedbd7cdead,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_067,smooth_trajectory,strong_transient,cross,True,True,True,True,CERTIFIED_REACHABLE,True,1,2.146654790816012e-15,1.1102230246251565e-16,11.7,8.514563210236073,2.1708233610166587,6.343739849219413,129.8844,"[0.0,0.0,0.0]","[0.0,0.0]","[0.0,0.0,0.0,0.0,0.0]","[0.8025720735500997,-0.6945751289804162,3.7112794687201154]","[1.0275720735500997,-0.6945751289804162,0.9012794687201152]","[-0.0,-0.0,-0.0]","[0.0,0.0,0.0]",f07409ed0497073c3e06e8e1d921e0d905d1ecb96b4c8c0902a4fa99750ddcfa,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
native_development_068,setpoint,stochastic,cross,True,True,True,True,CERTIFIED_REACHABLE,True,4,1.4150528347212522e-14,1.1123893155135927e-16,11.65,7.9801759620398025,1.6364361128203893,6.343739849219413,129.88500604862057,"[-0.026489564913548723,0.00031491378594793987,3.095565708826243e-06]","[-0.17438287262965782,-0.015034928572028084]","[-0.0014769505633277418,0.0015589072922336405,0.0017667647246497953,0.002019163791454423,0.0024846041946614958]","[-0.6676411587731115,-0.048955127097656884,3.201410960988328]","[-0.4420047056148644,-0.05750758015835552,0.39145814712444676]","[0.0814523247408252,-0.944729090248579,0.0]","[0.03408283713108727,-0.3953115864819988,0.0]",4f04eef13f6352df28cbb57e82d23bfeb8a07a8407daf8afa2f48f8d5b6367b8,NONCAUSAL_ENDPOINT_EQUILIBRIUM_CERTIFICATE_NO_SELECTION_AUTHORITY
